user_id,country,avg_watch_time_minutes
U118997,Brazil,205
U118998,India,95
U118999,Japan,135
U119000,France,72
U119001,Australia,25
U119002,France,27
U119003,Brazil,149
U119004,UK,188
U119005,India,166
U119006,Canada,118
U119007,Canada,72
U119008,Germany,166
U119009,Brazil,32
U119010,UK,25
U119011,France,97
U119012,Australia,10
U119013,Australia,31
U119014,Japan,180
U119015,India,125
U119016,Canada,151
U119017,USA,52
U119018,Brazil,49
U119019,France,62
U119020,UK,94
U119021,Germany,225
U119022,UK,104
U119023,Spain,283
U119024,Brazil,80
U119025,Australia,11
U119026,Australia,92
U119027,Japan,36
U119028,Japan,263
U119029,Canada,287
U119030,Spain,289
U119031,Germany,238
U119032,Japan,66
U119033,Germany,231
U119034,UK,29
U119035,Japan,196
U119036,Australia,80
U119037,Australia,73
U119038,France,73
U119039,India,80
U119040,France,149
U119041,UK,147
U119042,India,268
U119043,France,59
U119044,Australia,267
U119045,Brazil,59
U119046,Canada,189
U119047,Australia,41
U119048,Australia,155
U119049,Brazil,152
U119050,India,153
U119051,Canada,181
U119052,UK,32
U119053,Brazil,226
U119054,UK,279
U119055,Brazil,264
U119056,Australia,230
U119057,Canada,159
U119058,Brazil,238
U119059,Japan,173
U119060,Brazil,222
U119061,India,96
U119062,Japan,33
U119063,Germany,11
U119064,Spain,178
U119065,France,75
U119066,India,223
U119067,Spain,296
U119068,Brazil,50
U119069,Japan,275
U119070,India,186
U119071,Japan,283
U119072,Germany,59
U119073,USA,174
U119074,Germany,27
U119075,India,114
U119076,Australia,86
U119077,UK,185
U119078,Japan,39
U119079,Germany,50
U119080,UK,118
U119081,Spain,114
U119082,USA,123
U119083,Canada,292
U119084,Brazil,79
U119085,UK,99
U119086,Japan,90
U119087,Germany,107
U119088,France,178
U119089,Brazil,65
U119090,Spain,267
U119091,Germany,55
U119092,India,263
U119093,UK,293
U119094,Japan,197
U119095,UK,69
U119096,India,132
U119097,Australia,98
U119098,Australia,260
U119099,Brazil,99
U119100,India,153
U119101,India,125
U119102,UK,243
U119103,Spain,85
U119104,USA,226
U119105,Germany,173
U119106,UK,132
U119107,Canada,298
U119108,Japan,18
U119109,Brazil,130
U119110,Brazil,294
U119111,UK,27
U119112,Brazil,226
U119113,Japan,92
U119114,Spain,191
U119115,Japan,31
U119116,Spain,181
U119117,USA,18
U119118,Japan,163
U119119,UK,213
U119120,France,230
U119121,India,228
U119122,Canada,98
U119123,UK,232
U119124,France,121
U119125,USA,70
U119126,Canada,255
U119127,USA,115
U119128,USA,91
U119129,Canada,194
U119130,Germany,215
U119131,Brazil,216
U119132,Australia,224
U119133,UK,176
U119134,UK,190
U119135,Spain,86
U119136,Canada,186
U119137,France,31
U119138,India,86
U119139,France,162
U119140,France,49
U119141,India,30
U119142,Germany,78
U119143,Brazil,202
U119144,Japan,284
U119145,UK,269
U119146,Brazil,296
U119147,UK,234
U119148,India,131
U119149,Canada,161
U119150,Australia,197
U119151,Germany,132
U119152,Australia,82
U119153,France,56
U119154,USA,284
U119155,UK,113
U119156,Australia,264
U119157,Canada,220
U119158,India,115
U119159,Australia,17
U119160,Germany,31
U119161,USA,239
U119162,Australia,171
U119163,Japan,145
U119164,Australia,188
U119165,USA,60
U119166,France,246
U119167,France,205
U119168,Brazil,116
U119169,USA,17
U119170,Australia,64
U119171,Canada,249
U119172,Canada,57
U119173,Spain,191
U119174,Canada,199
U119175,France,92
U119176,France,123
U119177,France,232
U119178,India,270
U119179,Germany,48
U119180,India,233
U119181,France,198
U119182,Brazil,96
U119183,France,192
U119184,UK,56
U119185,Spain,237
U119186,Spain,216
U119187,Germany,266
U119188,Japan,186
U119189,France,84
U119190,UK,276
U119191,Japan,299
U119192,Germany,237
U119193,USA,284
U119194,Spain,69
U119195,UK,162
U119196,UK,294
U119197,India,229
U119198,India,22
U119199,Japan,270
U119200,UK,234
U119201,Spain,128
U119202,Canada,98
U119203,France,158
U119204,Spain,297
U119205,Japan,197
U119206,USA,296
U119207,UK,101
U119208,UK,10
U119209,France,206
U119210,Japan,286
U119211,Japan,184
U119212,Germany,102
U119213,Japan,148
U119214,France,191
U119215,Germany,121
U119216,Australia,151
U119217,Brazil,95
U119218,Brazil,284
U119219,Canada,296
U119220,Spain,175
U119221,USA,161
U119222,Germany,153
U119223,Japan,250
U119224,Australia,279
U119225,Canada,234
U119226,Spain,152
U119227,Japan,91
U119228,France,133
U119229,Brazil,195
U119230,Spain,162
U119231,Spain,153
U119232,Spain,275
U119233,Australia,160
U119234,USA,156
U119235,Canada,273
U119236,France,263
U119237,Canada,34
U119238,UK,89
U119239,Germany,27
U119240,Canada,295
U119241,Germany,72
U119242,India,83
U119243,UK,193
U119244,Australia,235
U119245,Australia,285
U119246,Spain,197
U119247,Australia,123
U119248,UK,26
U119249,USA,110
U119250,India,273
U119251,UK,201
U119252,India,287
U119253,UK,174
U119254,Brazil,91
U119255,Germany,19
U119256,Germany,45
U119257,India,36
U119258,Japan,286
U119259,Japan,295
U119260,USA,109
U119261,Australia,154
U119262,Australia,69
U119263,Japan,146
U119264,India,156
U119265,France,298
U119266,India,28
U119267,USA,29
U119268,Brazil,292
U119269,UK,207
U119270,Australia,44
U119271,UK,95
U119272,India,97
U119273,Australia,73
U119274,Australia,46
U119275,Spain,114
U119276,USA,256
U119277,USA,290
U119278,Spain,88
U119279,UK,189
U119280,Spain,28
U119281,Canada,207
U119282,Australia,210
U119283,Australia,72
U119284,Australia,110
U119285,Brazil,74
U119286,USA,239
U119287,USA,57
U119288,Germany,27
U119289,Germany,293
U119290,Germany,95
U119291,USA,77
U119292,UK,209
U119293,USA,169
U119294,India,236
U119295,Australia,43
U119296,Canada,74
U119297,Canada,74
U119298,Germany,64
U119299,India,167
U119300,Japan,253
U119301,Spain,18
U119302,Japan,81
U119303,UK,130
U119304,USA,234
U119305,India,177
U119306,Australia,135
U119307,Australia,164
U119308,India,69
U119309,Spain,279
U119310,Germany,138
U119311,Japan,291
U119312,Canada,99
U119313,USA,76
U119314,USA,108
U119315,France,228
U119316,Brazil,67
U119317,Japan,99
U119318,France,152
U119319,Spain,169
U119320,Germany,32
U119321,Germany,217
U119322,UK,209
U119323,Canada,123
U119324,UK,227
U119325,Spain,139
U119326,Spain,222
U119327,Japan,168
U119328,Brazil,17
U119329,USA,132
U119330,Germany,271
U119331,USA,71
U119332,Canada,149
U119333,Spain,163
U119334,USA,281
U119335,Japan,244
U119336,Japan,248
U119337,Canada,297
U119338,USA,174
U119339,France,103
U119340,Germany,116
U119341,Canada,257
U119342,India,107
U119343,France,110
U119344,Brazil,120
U119345,USA,24
U119346,UK,286
U119347,Brazil,291
U119348,Spain,170
U119349,France,134
U119350,India,224
U119351,Australia,101
U119352,France,268
U119353,USA,276
U119354,Brazil,87
U119355,Japan,69
U119356,Australia,159
U119357,Brazil,137
U119358,Australia,50
U119359,Australia,61
U119360,Canada,193
U119361,Germany,265
U119362,Germany,68
U119363,Australia,61
U119364,Spain,46
U119365,Japan,106
U119366,Australia,102
U119367,India,199
U119368,Brazil,37
U119369,UK,240
U119370,India,270
U119371,India,287
U119372,Spain,29
U119373,India,29
U119374,UK,198
U119375,Canada,214
U119376,France,192
U119377,USA,255
U119378,Spain,75
U119379,Australia,284
U119380,Australia,230
U119381,Canada,147
U119382,USA,72
U119383,France,202
U119384,Brazil,216
U119385,USA,234
U119386,Australia,190
U119387,Canada,171
U119388,USA,15
U119389,Japan,147
U119390,Australia,49
U119391,Japan,73
U119392,Canada,178
U119393,Australia,251
U119394,Australia,278
U119395,Spain,62
U119396,India,15
U119397,Spain,60
U119398,Australia,236
U119399,France,254
U119400,UK,159
U119401,Australia,218
U119402,USA,178
U119403,India,141
U119404,Brazil,241
U119405,Australia,31
U119406,Japan,30
U119407,USA,280
U119408,Japan,154
U119409,India,171
U119410,Australia,203
U119411,Brazil,176
U119412,France,262
U119413,France,64
U119414,UK,173
U119415,Germany,106
U119416,India,47
U119417,Germany,241
U119418,UK,224
U119419,Japan,244
U119420,USA,296
U119421,UK,245
U119422,USA,98
U119423,Japan,202
U119424,Germany,182
U119425,Brazil,236
U119426,UK,51
U119427,Japan,13
U119428,USA,177
U119429,Spain,90
U119430,USA,170
U119431,Canada,125
U119432,France,165
U119433,Japan,162
U119434,Japan,117
U119435,India,206
U119436,Germany,49
U119437,Germany,25
U119438,India,295
U119439,Japan,46
U119440,Japan,40
U119441,Canada,96
U119442,UK,51
U119443,Germany,287
U119444,Germany,154
U119445,Brazil,177
U119446,Australia,258
U119447,Germany,30
U119448,Australia,199
U119449,USA,52
U119450,Japan,169
U119451,UK,19
U119452,Brazil,91
U119453,India,294
U119454,India,137
U119455,Germany,231
U119456,Brazil,153
U119457,Japan,151
U119458,UK,10
U119459,UK,187
U119460,Canada,116
U119461,Australia,41
U119462,India,92
U119463,France,93
U119464,Australia,143
U119465,Japan,246
U119466,India,148
U119467,Brazil,85
U119468,UK,233
U119469,UK,215
U119470,Germany,241
U119471,Spain,295
U119472,Australia,126
U119473,Germany,250
U119474,Australia,73
U119475,Canada,22
U119476,Brazil,258
U119477,Germany,51
U119478,Spain,111
U119479,UK,218
U119480,Germany,242
U119481,Japan,148
U119482,Brazil,108
U119483,Australia,267
U119484,Japan,179
U119485,USA,153
U119486,Brazil,58
U119487,Spain,270
U119488,Australia,84
U119489,Australia,83
U119490,Japan,185
U119491,France,209
U119492,Brazil,109
U119493,Australia,167
U119494,Japan,118
U119495,India,150
U119496,Canada,99
U119497,Canada,215
U119498,Canada,138
U119499,USA,224
U119500,India,28
U119501,Japan,87
U119502,Australia,141
U119503,Spain,129
U119504,USA,125
U119505,Australia,240
U119506,Spain,48
U119507,UK,273
U119508,Canada,52
U119509,Australia,185
U119510,Australia,284
U119511,UK,114
U119512,Canada,69
U119513,UK,211
U119514,Australia,113
U119515,Australia,210
U119516,Australia,22
U119517,USA,171
U119518,Germany,64
U119519,USA,102
U119520,Japan,161
U119521,Brazil,221
U119522,USA,193
U119523,Japan,80
U119524,France,218
U119525,Japan,269
U119526,Brazil,80
U119527,Brazil,212
U119528,Brazil,56
U119529,Australia,154
U119530,USA,17
U119531,Spain,129
U119532,Canada,286
U119533,Brazil,56
U119534,Japan,177
U119535,India,63
U119536,France,46
U119537,India,20
U119538,Canada,119
U119539,Brazil,18
U119540,India,103
U119541,Japan,51
U119542,France,284
U119543,Australia,84
U119544,Japan,270
U119545,Japan,259
U119546,UK,258
U119547,Japan,186
U119548,Canada,141
U119549,Australia,252
U119550,France,154
U119551,USA,233
U119552,Australia,61
U119553,Canada,220
U119554,Spain,33
U119555,USA,17
U119556,Canada,237
U119557,UK,41
U119558,India,214
U119559,Spain,43
U119560,Australia,200
U119561,Spain,77
U119562,France,280
U119563,Australia,203
U119564,Australia,29
U119565,Germany,101
U119566,India,218
U119567,Germany,273
U119568,France,218
U119569,Australia,241
U119570,Spain,178
U119571,India,282
U119572,Brazil,210
U119573,Japan,57
U119574,Spain,50
U119575,Japan,174
U119576,Spain,45
U119577,Canada,77
U119578,Spain,232
U119579,France,246
U119580,France,222
U119581,Brazil,13
U119582,Spain,283
U119583,Brazil,289
U119584,Spain,120
U119585,India,36
U119586,Germany,194
U119587,USA,13
U119588,India,27
U119589,France,17
U119590,Germany,47
U119591,Australia,19
U119592,USA,13
U119593,Japan,267
U119594,Canada,280
U119595,USA,159
U119596,Germany,137
U119597,Spain,79
U119598,Japan,34
U119599,Brazil,197
U119600,UK,254
U119601,Australia,83
U119602,India,64
U119603,Canada,10
U119604,Brazil,247
U119605,Canada,138
U119606,Japan,130
U119607,UK,29
U119608,USA,36
U119609,Spain,137
U119610,India,259
U119611,Japan,268
U119612,Germany,36
U119613,Germany,206
U119614,Germany,219
U119615,Spain,207
U119616,USA,138
U119617,UK,252
U119618,UK,45
U119619,India,20
U119620,Brazil,136
U119621,Germany,225
U119622,USA,242
U119623,USA,151
U119624,Canada,236
U119625,Australia,149
U119626,Japan,197
U119627,UK,260
U119628,Australia,249
U119629,Australia,246
U119630,Brazil,21
U119631,USA,295
U119632,Brazil,135
U119633,Canada,194
U119634,USA,104
U119635,Australia,141
U119636,UK,211
U119637,Spain,52
U119638,Canada,239
U119639,USA,157
U119640,Australia,140
U119641,Australia,152
U119642,Brazil,295
U119643,UK,35
U119644,India,30
U119645,Canada,296
U119646,India,31
U119647,USA,202
U119648,Japan,110
U119649,Germany,121
U119650,UK,175
U119651,UK,234
U119652,Japan,29
U119653,USA,100
U119654,USA,77
U119655,UK,41
U119656,Germany,238
U119657,USA,45
U119658,Germany,37
U119659,Germany,196
U119660,France,183
U119661,Australia,299
U119662,USA,103
U119663,Japan,247
U119664,Japan,175
U119665,USA,118
U119666,France,23
U119667,Spain,39
U119668,France,267
U119669,Australia,29
U119670,Australia,137
U119671,India,86
U119672,Japan,138
U119673,Spain,292
U119674,USA,111
U119675,Germany,35
U119676,Spain,74
U119677,India,141
U119678,Spain,103
U119679,USA,118
U119680,Brazil,35
U119681,Japan,292
U119682,India,147
U119683,Australia,136
U119684,Germany,41
U119685,France,228
U119686,Spain,15
U119687,Brazil,190
U119688,Canada,225
U119689,UK,190
U119690,India,63
U119691,USA,263
U119692,Canada,128
U119693,France,198
U119694,UK,61
U119695,UK,254
U119696,Spain,82
U119697,Australia,263
U119698,Germany,150
U119699,India,148
U119700,Spain,277
U119701,Japan,151
U119702,USA,129
U119703,France,92
U119704,Germany,92
U119705,UK,48
U119706,USA,257
U119707,USA,146
U119708,Germany,108
U119709,Brazil,276
U119710,Australia,22
U119711,UK,148
U119712,Brazil,251
U119713,Australia,87
U119714,UK,255
U119715,Spain,167
U119716,Australia,12
U119717,Germany,213
U119718,Germany,205
U119719,Australia,152
U119720,France,107
U119721,France,229
U119722,France,31
U119723,Spain,208
U119724,USA,217
U119725,USA,228
U119726,UK,203
U119727,India,115
U119728,Japan,275
U119729,India,114
U119730,Canada,38
U119731,Brazil,16
U119732,Spain,278
U119733,Brazil,141
U119734,France,204
U119735,Germany,184
U119736,France,109
U119737,UK,12
U119738,Brazil,15
U119739,France,195
U119740,Canada,192
U119741,India,277
U119742,USA,238
U119743,Japan,105
U119744,Australia,183
U119745,Canada,125
U119746,Spain,87
U119747,USA,287
U119748,Canada,126
U119749,Germany,281
U119750,USA,242
U119751,Japan,235
U119752,Brazil,101
U119753,Brazil,112
U119754,USA,116
U119755,Japan,297
U119756,Spain,276
U119757,Australia,118
U119758,France,280
U119759,Canada,11
U119760,France,48
U119761,Canada,197
U119762,India,262
U119763,Japan,120
U119764,Spain,117
U119765,India,280
U119766,Brazil,171
U119767,UK,216
U119768,Canada,171
U119769,UK,213
U119770,UK,206
U119771,France,47
U119772,France,132
U119773,India,129
U119774,USA,225
U119775,France,240
U119776,USA,291
U119777,France,154
U119778,Spain,222
U119779,France,129
U119780,USA,100
U119781,Germany,242
U119782,Canada,155
U119783,France,144
U119784,Australia,143
U119785,USA,80
U119786,India,117
U119787,India,133
U119788,Japan,186
U119789,France,107
U119790,Spain,87
U119791,Japan,14
U119792,Canada,134
U119793,Japan,113
U119794,Japan,125
U119795,USA,226
U119796,Japan,175
U119797,Germany,260
U119798,Spain,55
U119799,Spain,223
U119800,Brazil,94
U119801,Germany,123
U119802,India,290
U119803,Germany,272
U119804,USA,252
U119805,USA,258
U119806,India,151
U119807,Canada,70
U119808,Spain,91
U119809,Japan,87
U119810,France,165
U119811,Japan,123
U119812,Germany,83
U119813,Japan,10
U119814,USA,267
U119815,USA,136
U119816,France,191
U119817,India,166
U119818,Brazil,242
U119819,Japan,145
U119820,Brazil,257
U119821,Japan,256
U119822,Canada,232
U119823,Brazil,128
U119824,Spain,162
U119825,USA,30
U119826,Spain,225
U119827,France,154
U119828,Japan,254
U119829,France,179
U119830,Brazil,109
U119831,Spain,157
U119832,USA,272
U119833,Canada,123
U119834,Brazil,244
U119835,France,91
U119836,Japan,279
U119837,Canada,68
U119838,UK,288
U119839,USA,62
U119840,Australia,249
U119841,USA,188
U119842,Germany,93
U119843,India,133
U119844,France,41
U119845,Australia,263
U119846,Canada,107
U119847,USA,177
U119848,Brazil,290
U119849,Germany,195
U119850,India,126
U119851,France,136
U119852,France,261
U119853,Germany,280
U119854,France,75
U119855,Japan,147
U119856,Japan,40
U119857,Brazil,87
U119858,UK,205
U119859,Japan,247
U119860,Spain,167
U119861,Brazil,28
U119862,Canada,82
U119863,USA,11
U119864,Spain,198
U119865,France,196
U119866,France,268
U119867,France,234
U119868,Canada,108
U119869,Japan,25
U119870,Germany,77
U119871,USA,289
U119872,Canada,170
U119873,Spain,37
U119874,UK,26
U119875,Australia,36
U119876,France,176
U119877,Spain,246
U119878,Spain,22
U119879,Brazil,86
U119880,Spain,212
U119881,India,56
U119882,USA,253
U119883,India,102
U119884,France,287
U119885,Germany,47
U119886,Australia,20
U119887,Canada,161
U119888,UK,111
U119889,Canada,254
U119890,Japan,150
U119891,Australia,51
U119892,Australia,166
U119893,France,32
U119894,Germany,104
U119895,Australia,50
U119896,Canada,262
U119897,Spain,180
U119898,France,210
U119899,Japan,100
U119900,UK,153
U119901,Japan,174
U119902,Australia,133
U119903,UK,155
U119904,Brazil,23
U119905,Germany,183
U119906,Brazil,159
U119907,Canada,110
U119908,UK,176
U119909,Brazil,131
U119910,France,288
U119911,Germany,181
U119912,Canada,108
U119913,France,205
U119914,USA,147
U119915,Australia,48
U119916,France,141
U119917,Germany,34
U119918,Australia,161
U119919,Canada,152
U119920,India,40
U119921,Germany,171
U119922,Brazil,13
U119923,Germany,196
U119924,Brazil,272
U119925,India,55
U119926,USA,297
U119927,UK,218
U119928,USA,129
U119929,UK,131
U119930,UK,93
U119931,Australia,223
U119932,Germany,170
U119933,UK,155
U119934,Germany,161
U119935,Australia,208
U119936,Spain,107
U119937,Spain,79
U119938,USA,247
U119939,Brazil,75
U119940,Germany,229
U119941,Canada,74
U119942,UK,13
U119943,Brazil,277
U119944,Spain,290
U119945,India,284
U119946,Australia,156
U119947,Canada,167
U119948,Spain,157
U119949,India,99
U119950,India,295
U119951,Spain,204
U119952,USA,276
U119953,Spain,149
U119954,Australia,164
U119955,Australia,237
U119956,France,191
U119957,India,173
U119958,UK,212
U119959,Japan,48
U119960,Brazil,129
U119961,Germany,199
U119962,Germany,105
U119963,Brazil,257
U119964,USA,166
U119965,USA,251
U119966,UK,290
U119967,Japan,268
U119968,Australia,35
U119969,UK,71
U119970,Australia,171
U119971,Canada,129
U119972,Brazil,278
U119973,India,171
U119974,Germany,131
U119975,Germany,74
U119976,Germany,158
U119977,Japan,108
U119978,Japan,247
U119979,India,245
U119980,Spain,170
U119981,Japan,161
U119982,USA,21
U119983,Germany,288
U119984,Spain,45
U119985,USA,174
U119986,UK,275
U119987,Spain,205
U119988,France,121
U119989,Spain,90
U119990,Japan,60
U119991,Canada,297
U119992,India,145
U119993,Germany,11
U119994,USA,176
U119995,Spain,196
U119996,Brazil,128
U119997,India,40
U119998,Australia,61
U119999,Japan,104
U120000,India,155
U120001,India,70
U120002,Spain,59
U120003,Japan,139
U120004,Australia,185
U120005,Brazil,188
U120006,USA,71
U120007,Japan,45
U120008,Canada,247
U120009,France,295
U120010,India,178
U120011,Germany,116
U120012,USA,158
U120013,Germany,174
U120014,Australia,219
U120015,Germany,99
U120016,Brazil,67
U120017,Australia,127
U120018,USA,280
U120019,Australia,133
U120020,USA,62
U120021,Australia,35
U120022,Spain,30
U120023,India,16
U120024,Canada,84
U120025,USA,288
U120026,USA,191
U120027,Canada,23
U120028,Canada,252
U120029,Canada,230
U120030,Australia,268
U120031,Canada,260
U120032,Germany,20
U120033,Spain,86
U120034,India,119
U120035,Spain,24
U120036,Spain,262
U120037,Japan,234
U120038,Brazil,240
U120039,USA,290
U120040,Canada,296
U120041,Brazil,60
U120042,Japan,30
U120043,Canada,257
U120044,Brazil,182
U120045,Australia,165
U120046,Australia,94
U120047,UK,206
U120048,Germany,218
U120049,Brazil,63
U120050,France,258
U120051,Australia,261
U120052,India,123
U120053,Australia,23
U120054,Spain,92
U120055,Japan,24
U120056,UK,166
U120057,Germany,261
U120058,Australia,184
U120059,Germany,218
U120060,India,95
U120061,Spain,45
U120062,Canada,187
U120063,Spain,96
U120064,Japan,260
U120065,Japan,296
U120066,Spain,136
U120067,Australia,171
U120068,France,226
U120069,Germany,36
U120070,Germany,53
U120071,USA,91
U120072,Brazil,58
U120073,Germany,25
U120074,UK,147
U120075,Germany,187
U120076,USA,75
U120077,Canada,244
U120078,Spain,220
U120079,India,120
U120080,Canada,150
U120081,Canada,120
U120082,Australia,80
U120083,Brazil,93
U120084,USA,162
U120085,UK,267
U120086,Australia,161
U120087,UK,62
U120088,France,53
U120089,Spain,279
U120090,Spain,39
U120091,India,60
U120092,India,239
U120093,UK,252
U120094,UK,163
U120095,Australia,38
U120096,India,199
U120097,India,76
U120098,Australia,269
U120099,Germany,25
U120100,Japan,279
U120101,Brazil,233
U120102,Brazil,73
U120103,Brazil,128
U120104,Germany,60
U120105,Australia,122
U120106,Australia,199
U120107,UK,182
U120108,Spain,196
U120109,Australia,26
U120110,Germany,115
U120111,UK,144
U120112,Japan,107
U120113,Canada,45
U120114,France,113
U120115,Spain,143
U120116,UK,97
U120117,UK,222
U120118,Germany,184
U120119,UK,147
U120120,USA,203
U120121,India,107
U120122,France,161
U120123,India,153
U120124,Spain,263
U120125,Australia,95
U120126,France,15
U120127,France,152
U120128,France,125
U120129,Germany,298
U120130,India,143
U120131,France,176
U120132,Australia,17
U120133,Spain,160
U120134,Brazil,123
U120135,UK,44
U120136,France,10
U120137,Australia,117
U120138,Brazil,19
U120139,USA,20
U120140,Brazil,202
U120141,Canada,58
U120142,Spain,23
U120143,UK,171
U120144,Australia,148
U120145,India,214
U120146,Brazil,262
U120147,France,99
U120148,Australia,11
U120149,Canada,140
U120150,India,283
U120151,Japan,119
U120152,UK,41
U120153,UK,279
U120154,Germany,223
U120155,Japan,95
U120156,USA,293
U120157,Canada,56
U120158,Spain,177
U120159,Canada,262
U120160,India,37
U120161,Australia,232
U120162,USA,31
U120163,Spain,79
U120164,France,108
U120165,Brazil,80
U120166,UK,34
U120167,Spain,196
U120168,Germany,220
U120169,Spain,91
U120170,India,199
U120171,France,263
U120172,UK,228
U120173,USA,74
U120174,UK,54
U120175,Japan,91
U120176,Brazil,265
U120177,Canada,108
U120178,Brazil,244
U120179,France,102
U120180,Spain,148
U120181,India,170
U120182,India,199
U120183,Spain,208
U120184,UK,39
U120185,France,88
U120186,Canada,15
U120187,Australia,281
U120188,Brazil,173
U120189,France,47
U120190,Australia,212
U120191,Germany,133
U120192,Japan,137
U120193,USA,137
U120194,Canada,129
U120195,India,280
U120196,France,32
U120197,Japan,93
U120198,Australia,140
U120199,Japan,239
U120200,France,92
U120201,Japan,250
U120202,France,118
U120203,Germany,238
U120204,UK,88
U120205,UK,289
U120206,Japan,176
U120207,Japan,50
U120208,UK,148
U120209,UK,105
U120210,Germany,143
U120211,USA,116
U120212,USA,31
U120213,India,280
U120214,Spain,43
U120215,France,116
U120216,India,193
U120217,India,241
U120218,France,256
U120219,Japan,43
U120220,Canada,171
U120221,UK,61
U120222,India,206
U120223,India,230
U120224,India,274
U120225,Brazil,200
U120226,France,209
U120227,Brazil,215
U120228,UK,221
U120229,India,25
U120230,Germany,142
U120231,Spain,120
U120232,Brazil,249
U120233,India,54
U120234,France,222
U120235,Japan,129
U120236,Australia,38
U120237,Germany,298
U120238,Germany,169
U120239,Canada,299
U120240,Germany,87
U120241,Germany,50
U120242,Spain,18
U120243,Brazil,130
U120244,India,71
U120245,Germany,260
U120246,India,78
U120247,Germany,106
U120248,Australia,73
U120249,Germany,171
U120250,UK,170
U120251,Germany,224
U120252,Spain,276
U120253,USA,101
U120254,Spain,56
U120255,India,242
U120256,USA,249
U120257,USA,94
U120258,USA,268
U120259,France,297
U120260,Brazil,53
U120261,Germany,143
U120262,Canada,118
U120263,Canada,281
U120264,Brazil,277
U120265,Canada,299
U120266,Germany,56
U120267,France,191
U120268,Germany,275
U120269,Brazil,223
U120270,France,42
U120271,France,265
U120272,France,78
U120273,UK,268
U120274,France,96
U120275,Japan,280
U120276,India,105
U120277,UK,287
U120278,UK,113
U120279,UK,251
U120280,France,125
U120281,India,250
U120282,Japan,131
U120283,Germany,116
U120284,UK,292
U120285,Australia,191
U120286,Brazil,138
U120287,Germany,202
U120288,France,133
U120289,USA,200
U120290,France,159
U120291,Spain,156
U120292,Australia,198
U120293,Spain,274
U120294,France,106
U120295,Canada,70
U120296,USA,199
U120297,Japan,143
U120298,Germany,273
U120299,USA,245
U120300,UK,19
U120301,Spain,219
U120302,Australia,29
U120303,Japan,270
U120304,France,191
U120305,India,48
U120306,France,164
U120307,Germany,198
U120308,Brazil,155
U120309,Japan,190
U120310,Spain,255
U120311,Spain,255
U120312,France,216
U120313,Germany,171
U120314,UK,19
U120315,UK,64
U120316,Germany,88
U120317,Canada,170
U120318,India,220
U120319,India,16
U120320,UK,192
U120321,Australia,138
U120322,Germany,240
U120323,Germany,289
U120324,Germany,44
U120325,India,145
U120326,France,263
U120327,USA,64
U120328,Canada,62
U120329,Australia,62
U120330,Japan,284
U120331,France,62
U120332,Spain,205
U120333,France,174
U120334,Canada,190
U120335,Brazil,80
U120336,Germany,227
U120337,USA,276
U120338,Japan,179
U120339,Australia,87
U120340,Spain,229
U120341,USA,84
U120342,USA,281
U120343,Japan,229
U120344,India,78
U120345,Canada,94
U120346,USA,22
U120347,Spain,231
U120348,UK,230
U120349,France,200
U120350,UK,274
U120351,Canada,143
U120352,Japan,80
U120353,UK,205
U120354,Germany,281
U120355,Australia,22
U120356,Germany,157
U120357,Brazil,50
U120358,Spain,207
U120359,France,261
U120360,Australia,128
U120361,France,203
U120362,Brazil,204
U120363,Australia,127
U120364,Germany,245
U120365,Australia,147
U120366,India,145
U120367,France,284
U120368,France,118
U120369,Brazil,190
U120370,Brazil,248
U120371,Canada,159
U120372,Japan,184
U120373,UK,137
U120374,Japan,22
U120375,Japan,227
U120376,UK,186
U120377,UK,244
U120378,USA,64
U120379,Brazil,104
U120380,Australia,180
U120381,Brazil,260
U120382,Brazil,258
U120383,Germany,97
U120384,Brazil,36
U120385,Spain,157
U120386,Canada,270
U120387,USA,158
U120388,Spain,197
U120389,Canada,297
U120390,Canada,279
U120391,Canada,19
U120392,France,46
U120393,USA,222
U120394,Canada,29
U120395,USA,160
U120396,USA,175
U120397,Germany,166
U120398,Spain,167
U120399,Japan,271
U120400,Japan,212
U120401,USA,51
U120402,France,247
U120403,Japan,173
U120404,USA,63
U120405,India,102
U120406,Spain,200
U120407,UK,228
U120408,Germany,247
U120409,Spain,171
U120410,Australia,211
U120411,UK,288
U120412,Brazil,27
U120413,USA,290
U120414,Spain,267
U120415,Germany,177
U120416,India,122
U120417,Germany,180
U120418,Germany,13
U120419,Spain,241
U120420,France,247
U120421,Germany,13
U120422,USA,40
U120423,Spain,30
U120424,India,219
U120425,Brazil,224
U120426,UK,227
U120427,Australia,289
U120428,India,21
U120429,UK,248
U120430,Spain,162
U120431,Brazil,47
U120432,USA,242
U120433,Spain,187
U120434,Germany,17
U120435,Brazil,282
U120436,USA,217
U120437,USA,224
U120438,Canada,84
U120439,Brazil,113
U120440,USA,272
U120441,France,89
U120442,Canada,76
U120443,Germany,197
U120444,India,177
U120445,India,52
U120446,Spain,185
U120447,Japan,77
U120448,France,194
U120449,UK,203
U120450,India,251
U120451,Japan,10
U120452,Brazil,95
U120453,Japan,277
U120454,Australia,174
U120455,Australia,84
U120456,Germany,78
U120457,Brazil,287
U120458,Germany,38
U120459,Spain,234
U120460,Brazil,120
U120461,France,32
U120462,Canada,295
U120463,Brazil,165
U120464,France,205
U120465,Brazil,226
U120466,Spain,282
U120467,USA,191
