user_id,subscription_type,monthly_fee,account_age_months
U124858,Basic,7.99,54
U124859,Premium,15.99,58
U124860,Standard,15.99,28
U124861,Basic,15.99,21
U124862,Standard,7.99,4
U124863,Premium,7.99,47
U124864,Premium,12.99,1
U124865,Basic,7.99,27
U124866,Standard,12.99,18
U124867,Basic,7.99,37
U124868,Standard,12.99,20
U124869,Premium,15.99,30
U124870,Standard,12.99,48
U124871,Basic,7.99,34
U124872,Premium,7.99,5
U124873,Standard,7.99,52
U124874,Standard,15.99,17
U124875,Standard,12.99,20
U124876,Premium,7.99,38
U124877,Premium,15.99,17
U124878,Basic,15.99,12
U124879,Premium,15.99,31
U124880,Basic,7.99,20
U124881,Standard,15.99,11
U124882,Standard,15.99,31
U124883,Premium,15.99,24
U124884,Premium,15.99,50
U124885,Basic,7.99,57
U124886,Basic,7.99,26
U124887,Standard,7.99,54
U124888,Standard,15.99,40
U124889,Premium,15.99,15
U124890,Standard,12.99,11
U124891,Basic,12.99,28
U124892,Premium,7.99,41
U124893,Standard,7.99,35
U124894,Basic,15.99,43
U124895,Premium,15.99,41
U124896,Premium,15.99,38
U124897,Premium,7.99,12
U124898,Basic,12.99,56
U124899,Basic,12.99,55
U124900,Premium,15.99,33
U124901,Standard,12.99,54
U124902,Basic,12.99,16
U124903,Premium,12.99,13
U124904,Standard,7.99,51
U124905,Standard,12.99,21
U124906,Standard,12.99,48
U124907,Premium,7.99,18
U124908,Premium,12.99,14
U124909,Standard,12.99,19
U124910,Premium,12.99,8
U124911,Premium,7.99,30
U124912,Premium,12.99,54
U124913,Premium,12.99,12
U124914,Standard,7.99,11
U124915,Premium,15.99,5
U124916,Premium,12.99,48
U124917,Basic,7.99,28
U124918,Basic,15.99,51
U124919,Basic,7.99,38
U124920,Basic,12.99,9
U124921,Basic,15.99,34
U124922,Premium,7.99,5
U124923,Standard,15.99,11
U124924,Standard,15.99,24
U124925,Standard,15.99,22
U124926,Standard,15.99,53
U124927,Standard,7.99,16
U124928,Standard,15.99,40
U124929,Standard,15.99,2
U124930,Basic,12.99,21
U124931,Premium,12.99,1
U124932,Standard,15.99,26
U124933,Premium,15.99,9
U124934,Premium,15.99,40
U124935,Basic,7.99,52
U124936,Basic,12.99,49
U124937,Basic,12.99,45
U124938,Standard,12.99,45
U124939,Premium,7.99,50
U124940,Premium,7.99,20
U124941,Basic,12.99,7
U124942,Premium,12.99,31
U124943,Basic,7.99,39
U124944,Basic,7.99,9
U124945,Basic,12.99,13
U124946,Standard,12.99,5
U124947,Standard,7.99,27
U124948,Basic,15.99,19
U124949,Standard,15.99,42
U124950,Premium,12.99,42
U124951,Premium,12.99,15
U124952,Standard,7.99,19
U124953,Premium,15.99,29
U124954,Premium,12.99,52
U124955,Basic,12.99,28
U124956,Basic,7.99,14
U124957,Premium,12.99,50
U124958,Basic,15.99,50
U124959,Premium,15.99,14
U124960,Premium,7.99,15
U124961,Standard,7.99,19
U124962,Standard,15.99,16
U124963,Basic,15.99,35
U124964,Standard,12.99,36
U124965,Premium,15.99,33
U124966,Premium,7.99,39
U124967,Basic,7.99,37
U124968,Standard,7.99,49
U124969,Standard,12.99,53
U124970,Standard,12.99,20
U124971,Premium,12.99,24
U124972,Premium,7.99,39
U124973,Basic,12.99,25
U124974,Premium,7.99,34
U124975,Premium,12.99,10
U124976,Premium,15.99,24
U124977,Standard,12.99,56
U124978,Premium,12.99,17
U124979,Standard,12.99,42
U124980,Standard,12.99,42
U124981,Premium,15.99,54
U124982,Standard,12.99,41
U124983,Basic,7.99,47
U124984,Basic,12.99,14
U124985,Premium,7.99,16
U124986,Standard,12.99,26
U124987,Basic,12.99,41
U124988,Basic,12.99,31
U124989,Standard,12.99,1
U124990,Premium,15.99,52
U124991,Basic,12.99,7
U124992,Basic,7.99,31
U124993,Premium,7.99,27
U124994,Basic,15.99,4
U124995,Basic,15.99,56
U124996,Standard,7.99,25
U124997,Standard,7.99,41
U124998,Premium,12.99,30
U124999,Premium,12.99,2
U125000,Standard,12.99,47
U125001,Standard,7.99,18
U125002,Basic,15.99,39
U125003,Basic,15.99,52
U125004,Standard,15.99,56
U125005,Basic,7.99,44
U125006,Standard,15.99,24
U125007,Standard,15.99,59
U125008,Standard,12.99,29
U125009,Basic,15.99,59
U125010,Premium,7.99,41
U125011,Premium,12.99,16
U125012,Premium,7.99,31
U125013,Premium,7.99,28
U125014,Premium,15.99,44
U125015,Basic,15.99,43
U125016,Basic,15.99,35
U125017,Standard,7.99,50
U125018,Basic,7.99,16
U125019,Premium,7.99,23
U125020,Premium,15.99,14
U125021,Premium,12.99,51
U125022,Basic,12.99,33
U125023,Standard,7.99,42
U125024,Standard,7.99,55
U125025,Standard,12.99,58
U125026,Standard,15.99,10
U125027,Basic,15.99,11
U125028,Standard,7.99,5
U125029,Premium,15.99,21
U125030,Basic,15.99,28
U125031,Standard,15.99,54
U125032,Basic,7.99,4
U125033,Basic,12.99,8
U125034,Standard,15.99,40
U125035,Premium,15.99,52
U125036,Basic,15.99,30
U125037,Standard,15.99,33
U125038,Basic,7.99,45
U125039,Premium,12.99,40
U125040,Premium,7.99,54
U125041,Standard,12.99,52
U125042,Premium,12.99,43
U125043,Basic,12.99,32
U125044,Basic,12.99,35
U125045,Standard,7.99,33
U125046,Standard,7.99,37
U125047,Basic,15.99,18
U125048,Premium,12.99,42
U125049,Basic,7.99,37
U125050,Basic,12.99,18
U125051,Basic,12.99,29
U125052,Basic,7.99,59
U125053,Basic,7.99,56
U125054,Basic,12.99,9
U125055,Basic,7.99,3
U125056,Basic,12.99,52
U125057,Premium,12.99,32
U125058,Standard,7.99,12
U125059,Standard,15.99,46
U125060,Standard,12.99,31
U125061,Standard,7.99,33
U125062,Standard,15.99,1
U125063,Standard,12.99,32
U125064,Premium,15.99,33
U125065,Basic,15.99,47
U125066,Premium,15.99,24
U125067,Premium,12.99,59
U125068,Basic,7.99,1
U125069,Standard,7.99,35
U125070,Basic,15.99,30
U125071,Premium,7.99,22
U125072,Basic,7.99,12
U125073,Standard,15.99,34
U125074,Premium,15.99,10
U125075,Basic,7.99,27
U125076,Premium,15.99,4
U125077,Basic,15.99,38
U125078,Standard,12.99,40
U125079,Basic,7.99,14
U125080,Standard,15.99,30
U125081,Standard,15.99,45
U125082,Premium,7.99,4
U125083,Premium,15.99,47
U125084,Premium,15.99,52
U125085,Premium,15.99,1
U125086,Standard,15.99,45
U125087,Premium,7.99,30
U125088,Premium,12.99,58
U125089,Premium,12.99,58
U125090,Premium,7.99,29
U125091,Premium,15.99,54
U125092,Premium,15.99,59
U125093,Basic,15.99,50
U125094,Basic,7.99,4
U125095,Standard,12.99,14
U125096,Standard,7.99,46
U125097,Standard,15.99,5
U125098,Standard,15.99,34
U125099,Premium,12.99,14
U125100,Premium,12.99,16
U125101,Basic,15.99,48
U125102,Basic,12.99,7
U125103,Premium,15.99,9
U125104,Standard,15.99,9
U125105,Standard,7.99,39
U125106,Premium,12.99,22
U125107,Standard,12.99,44
U125108,Standard,15.99,3
U125109,Standard,12.99,16
U125110,Standard,12.99,9
U125111,Standard,7.99,56
U125112,Standard,7.99,14
U125113,Premium,7.99,54
U125114,Standard,7.99,43
U125115,Standard,15.99,35
U125116,Standard,15.99,33
U125117,Standard,15.99,26
U125118,Basic,7.99,6
U125119,Premium,15.99,19
U125120,Standard,15.99,18
U125121,Standard,7.99,5
U125122,Premium,7.99,21
U125123,Premium,12.99,35
U125124,Standard,7.99,40
U125125,Premium,15.99,57
U125126,Basic,7.99,52
U125127,Standard,12.99,41
U125128,Premium,15.99,18
U125129,Premium,7.99,58
U125130,Basic,12.99,20
U125131,Premium,12.99,35
U125132,Standard,12.99,39
U125133,Premium,7.99,53
U125134,Standard,12.99,51
U125135,Standard,15.99,40
U125136,Basic,15.99,52
U125137,Premium,12.99,3
U125138,Standard,12.99,7
U125139,Basic,7.99,9
U125140,Standard,7.99,25
U125141,Premium,12.99,20
U125142,Premium,12.99,9
U125143,Premium,12.99,9
U125144,Basic,7.99,15
U125145,Premium,7.99,30
U125146,Basic,15.99,16
U125147,Premium,15.99,53
U125148,Standard,7.99,36
U125149,Standard,7.99,23
U125150,Premium,7.99,18
U125151,Standard,15.99,19
U125152,Standard,7.99,30
U125153,Basic,15.99,15
U125154,Basic,12.99,50
U125155,Basic,15.99,42
U125156,Basic,15.99,31
U125157,Standard,7.99,13
U125158,Basic,12.99,5
U125159,Premium,15.99,25
U125160,Premium,15.99,58
U125161,Premium,15.99,20
U125162,Standard,12.99,32
U125163,Standard,7.99,27
U125164,Standard,7.99,17
U125165,Premium,12.99,44
U125166,Standard,15.99,49
U125167,Premium,7.99,23
U125168,Standard,7.99,4
U125169,Standard,15.99,17
U125170,Basic,7.99,3
U125171,Basic,7.99,4
U125172,Basic,7.99,49
U125173,Basic,15.99,43
U125174,Basic,7.99,15
U125175,Standard,7.99,55
U125176,Standard,7.99,46
U125177,Premium,15.99,59
U125178,Premium,7.99,43
U125179,Standard,12.99,48
U125180,Standard,7.99,57
U125181,Standard,7.99,36
U125182,Premium,15.99,5
U125183,Standard,7.99,45
U125184,Standard,7.99,56
U125185,Standard,7.99,12
U125186,Basic,7.99,51
U125187,Premium,12.99,1
U125188,Basic,7.99,50
U125189,Standard,15.99,56
U125190,Standard,12.99,34
U125191,Basic,7.99,11
U125192,Premium,15.99,44
U125193,Basic,12.99,24
U125194,Basic,7.99,57
U125195,Basic,12.99,28
U125196,Premium,12.99,43
U125197,Standard,7.99,31
U125198,Basic,12.99,33
U125199,Basic,15.99,32
U125200,Premium,15.99,6
U125201,Standard,12.99,37
U125202,Basic,15.99,52
U125203,Basic,7.99,28
U125204,Standard,7.99,35
U125205,Standard,12.99,12
U125206,Premium,15.99,40
U125207,Standard,12.99,35
U125208,Standard,7.99,38
U125209,Premium,7.99,46
U125210,Standard,15.99,46
U125211,Standard,12.99,32
U125212,Basic,12.99,23
U125213,Standard,7.99,45
U125214,Premium,12.99,8
U125215,Basic,12.99,43
U125216,Standard,7.99,59
U125217,Standard,15.99,49
U125218,Standard,12.99,39
U125219,Basic,12.99,14
U125220,Premium,12.99,40
U125221,Standard,7.99,54
U125222,Premium,15.99,44
U125223,Premium,7.99,8
U125224,Basic,15.99,3
U125225,Premium,12.99,35
U125226,Standard,7.99,41
U125227,Premium,12.99,25
U125228,Standard,12.99,14
U125229,Standard,15.99,28
U125230,Premium,7.99,17
U125231,Premium,15.99,12
U125232,Premium,7.99,22
U125233,Premium,15.99,12
U125234,Premium,12.99,50
U125235,Basic,7.99,10
U125236,Basic,12.99,3
U125237,Standard,15.99,28
U125238,Premium,7.99,31
U125239,Standard,7.99,12
U125240,Basic,15.99,2
U125241,Basic,12.99,14
U125242,Standard,12.99,41
U125243,Basic,15.99,33
U125244,Standard,7.99,41
U125245,Premium,15.99,16
U125246,Basic,15.99,44
U125247,Premium,12.99,10
U125248,Standard,15.99,46
U125249,Premium,12.99,55
U125250,Standard,7.99,55
U125251,Premium,7.99,7
U125252,Premium,15.99,45
U125253,Standard,12.99,58
U125254,Standard,15.99,51
U125255,Standard,15.99,17
U125256,Premium,7.99,25
U125257,Premium,15.99,30
U125258,Standard,15.99,44
U125259,Standard,7.99,3
U125260,Standard,7.99,2
U125261,Basic,12.99,44
U125262,Standard,15.99,25
U125263,Basic,15.99,53
U125264,Basic,15.99,54
U125265,Standard,7.99,41
U125266,Standard,12.99,49
U125267,Standard,15.99,24
U125268,Basic,15.99,35
U125269,Standard,7.99,35
U125270,Standard,12.99,52
U125271,Premium,15.99,51
U125272,Premium,15.99,49
U125273,Basic,7.99,7
U125274,Premium,12.99,2
U125275,Standard,15.99,49
U125276,Premium,15.99,42
U125277,Standard,7.99,22
U125278,Standard,12.99,54
U125279,Basic,12.99,22
U125280,Basic,7.99,27
U125281,Standard,7.99,45
U125282,Basic,12.99,45
U125283,Basic,15.99,11
U125284,Premium,12.99,13
U125285,Standard,15.99,18
U125286,Basic,15.99,5
U125287,Basic,7.99,26
U125288,Premium,7.99,35
U125289,Standard,12.99,27
U125290,Standard,15.99,7
U125291,Standard,12.99,7
U125292,Basic,7.99,9
U125293,Standard,12.99,20
U125294,Standard,15.99,53
U125295,Basic,15.99,11
U125296,Basic,7.99,11
U125297,Basic,12.99,27
U125298,Standard,12.99,52
U125299,Standard,15.99,17
U125300,Standard,15.99,36
U125301,Standard,12.99,3
U125302,Standard,7.99,45
U125303,Premium,7.99,52
U125304,Basic,7.99,3
U125305,Standard,7.99,53
U125306,Standard,15.99,47
U125307,Standard,12.99,12
U125308,Standard,12.99,20
U125309,Basic,15.99,26
U125310,Basic,12.99,30
U125311,Premium,7.99,44
U125312,Standard,15.99,57
U125313,Standard,15.99,14
U125314,Basic,15.99,59
U125315,Basic,12.99,10
U125316,Basic,12.99,52
U125317,Standard,15.99,35
U125318,Standard,7.99,9
U125319,Standard,12.99,57
U125320,Standard,12.99,11
U125321,Basic,7.99,7
U125322,Premium,15.99,53
U125323,Basic,15.99,8
U125324,Premium,7.99,23
U125325,Standard,12.99,7
U125326,Standard,12.99,28
U125327,Standard,7.99,29
U125328,Standard,12.99,55
U125329,Standard,12.99,51
U125330,Basic,7.99,34
U125331,Premium,7.99,10
U125332,Premium,15.99,12
U125333,Basic,7.99,18
U125334,Basic,7.99,49
U125335,Premium,12.99,46
U125336,Premium,7.99,19
U125337,Basic,15.99,52
U125338,Standard,7.99,47
U125339,Premium,7.99,59
U125340,Standard,12.99,26
U125341,Basic,7.99,47
U125342,Standard,12.99,36
U125343,Premium,12.99,57
U125344,Standard,12.99,59
U125345,Basic,15.99,7
U125346,Standard,7.99,57
U125347,Basic,12.99,32
U125348,Standard,15.99,23
U125349,Premium,12.99,59
U125350,Standard,12.99,7
U125351,Standard,12.99,16
U125352,Basic,15.99,55
U125353,Basic,15.99,5
U125354,Standard,7.99,46
U125355,Standard,12.99,41
U125356,Standard,12.99,54
U125357,Basic,12.99,17
U125358,Standard,15.99,6
U125359,Standard,15.99,25
U125360,Premium,15.99,55
U125361,Basic,7.99,32
U125362,Standard,12.99,1
U125363,Standard,12.99,57
U125364,Standard,15.99,50
U125365,Standard,15.99,7
U125366,Basic,12.99,7
U125367,Standard,15.99,16
U125368,Premium,12.99,49
U125369,Basic,15.99,6
U125370,Basic,15.99,31
U125371,Premium,15.99,37
U125372,Basic,15.99,35
U125373,Premium,7.99,14
U125374,Standard,12.99,34
U125375,Basic,12.99,48
U125376,Standard,15.99,15
U125377,Standard,7.99,54
U125378,Premium,12.99,42
U125379,Standard,7.99,38
U125380,Standard,12.99,18
U125381,Basic,12.99,38
U125382,Premium,7.99,31
U125383,Basic,12.99,38
U125384,Premium,15.99,37
U125385,Premium,12.99,4
U125386,Standard,7.99,29
U125387,Basic,15.99,13
U125388,Standard,12.99,52
U125389,Standard,12.99,10
U125390,Standard,15.99,55
U125391,Standard,12.99,40
U125392,Basic,7.99,58
U125393,Basic,15.99,34
U125394,Standard,7.99,48
U125395,Standard,15.99,37
U125396,Standard,12.99,56
U125397,Premium,7.99,34
U125398,Basic,7.99,43
U125399,Standard,12.99,13
U125400,Basic,15.99,32
U125401,Standard,12.99,48
U125402,Standard,12.99,9
U125403,Basic,12.99,34
U125404,Standard,12.99,45
U125405,Basic,12.99,52
U125406,Standard,12.99,32
U125407,Basic,7.99,20
U125408,Premium,7.99,1
U125409,Premium,12.99,42
U125410,Premium,15.99,48
U125411,Standard,15.99,17
U125412,Standard,15.99,36
U125413,Standard,15.99,58
U125414,Premium,12.99,51
U125415,Premium,7.99,56
U125416,Standard,12.99,11
U125417,Premium,15.99,43
U125418,Standard,7.99,9
U125419,Standard,7.99,2
U125420,Premium,12.99,27
U125421,Standard,12.99,54
U125422,Premium,15.99,56
U125423,Basic,7.99,6
U125424,Standard,15.99,1
U125425,Premium,15.99,39
U125426,Standard,15.99,18
U125427,Basic,12.99,38
U125428,Basic,12.99,51
U125429,Basic,15.99,19
U125430,Basic,15.99,1
U125431,Premium,7.99,56
U125432,Standard,7.99,46
U125433,Standard,7.99,32
U125434,Standard,7.99,55
U125435,Premium,12.99,1
U125436,Standard,15.99,59
U125437,Standard,7.99,14
U125438,Basic,15.99,17
U125439,Premium,15.99,9
U125440,Basic,12.99,43
U125441,Standard,12.99,39
U125442,Premium,15.99,9
U125443,Standard,12.99,11
U125444,Standard,7.99,11
U125445,Premium,12.99,26
U125446,Standard,12.99,9
U125447,Premium,12.99,35
U125448,Premium,7.99,9
U125449,Premium,12.99,8
U125450,Basic,15.99,54
U125451,Standard,12.99,5
U125452,Basic,15.99,5
U125453,Basic,7.99,15
U125454,Premium,15.99,37
U125455,Basic,7.99,26
U125456,Standard,7.99,34
U125457,Basic,7.99,13
U125458,Premium,7.99,28
U125459,Basic,12.99,14
U125460,Basic,12.99,1
U125461,Premium,12.99,18
U125462,Premium,7.99,3
U125463,Premium,7.99,14
U125464,Standard,7.99,57
U125465,Standard,15.99,27
U125466,Standard,12.99,7
U125467,Standard,7.99,52
U125468,Standard,7.99,16
U125469,Premium,12.99,42
U125470,Basic,12.99,43
U125471,Standard,12.99,32
U125472,Standard,15.99,5
U125473,Basic,12.99,2
U125474,Standard,15.99,3
U125475,Standard,12.99,7
U125476,Basic,15.99,2
U125477,Basic,12.99,35
U125478,Standard,15.99,13
U125479,Standard,15.99,6
U125480,Standard,12.99,5
U125481,Basic,12.99,43
U125482,Basic,15.99,11
U125483,Standard,15.99,18
U125484,Premium,12.99,19
U125485,Premium,7.99,47
U125486,Standard,7.99,5
U125487,Premium,7.99,8
U125488,Premium,15.99,27
U125489,Standard,15.99,50
U125490,Basic,15.99,42
U125491,Standard,15.99,14
U125492,Premium,12.99,3
U125493,Basic,12.99,4
U125494,Basic,15.99,33
U125495,Premium,15.99,40
U125496,Standard,15.99,37
U125497,Premium,7.99,34
U125498,Basic,7.99,26
U125499,Standard,15.99,12
U125500,Premium,12.99,52
U125501,Basic,15.99,10
U125502,Standard,15.99,43
U125503,Standard,7.99,27
U125504,Standard,12.99,37
U125505,Standard,15.99,1
U125506,Standard,12.99,20
U125507,Standard,12.99,18
U125508,Standard,12.99,47
U125509,Basic,15.99,6
U125510,Standard,12.99,7
U125511,Standard,7.99,56
U125512,Premium,7.99,6
U125513,Standard,7.99,29
U125514,Standard,12.99,5
U125515,Standard,7.99,41
U125516,Premium,7.99,44
U125517,Standard,12.99,47
U125518,Premium,12.99,51
U125519,Standard,15.99,48
U125520,Premium,7.99,3
U125521,Basic,12.99,20
U125522,Basic,12.99,5
U125523,Standard,12.99,53
U125524,Premium,7.99,53
U125525,Premium,12.99,58
U125526,Basic,15.99,8
U125527,Premium,15.99,59
U125528,Basic,15.99,58
U125529,Premium,7.99,1
U125530,Premium,15.99,38
U125531,Premium,15.99,35
U125532,Basic,7.99,4
U125533,Standard,7.99,5
U125534,Premium,12.99,9
U125535,Premium,12.99,8
U125536,Premium,12.99,36
U125537,Standard,15.99,47
U125538,Standard,15.99,24
U125539,Standard,12.99,23
U125540,Basic,12.99,10
U125541,Standard,7.99,18
U125542,Basic,15.99,53
U125543,Premium,12.99,40
U125544,Premium,12.99,52
U125545,Standard,12.99,11
U125546,Standard,12.99,21
U125547,Premium,15.99,11
U125548,Basic,12.99,30
U125549,Basic,15.99,30
U125550,Basic,12.99,49
U125551,Basic,7.99,40
U125552,Premium,12.99,37
U125553,Basic,15.99,20
U125554,Basic,12.99,19
U125555,Premium,12.99,8
U125556,Premium,7.99,37
U125557,Basic,7.99,43
U125558,Premium,7.99,55
U125559,Standard,15.99,9
U125560,Basic,7.99,25
U125561,Basic,15.99,41
U125562,Standard,12.99,4
U125563,Premium,12.99,41
U125564,Premium,7.99,23
U125565,Premium,7.99,25
U125566,Basic,12.99,14
U125567,Standard,15.99,15
U125568,Basic,15.99,39
U125569,Premium,15.99,21
U125570,Premium,15.99,30
U125571,Premium,15.99,26
U125572,Basic,12.99,53
U125573,Basic,15.99,48
U125574,Premium,12.99,23
U125575,Standard,15.99,48
U125576,Basic,7.99,36
U125577,Premium,12.99,28
U125578,Standard,15.99,38
U125579,Basic,12.99,24
U125580,Standard,7.99,49
U125581,Premium,15.99,12
U125582,Standard,15.99,47
U125583,Standard,12.99,35
U125584,Premium,12.99,51
U125585,Standard,15.99,11
U125586,Basic,15.99,5
U125587,Standard,12.99,2
U125588,Basic,12.99,47
U125589,Basic,15.99,42
U125590,Premium,7.99,46
U125591,Basic,12.99,34
U125592,Standard,12.99,21
U125593,Standard,12.99,13
U125594,Standard,12.99,19
U125595,Standard,15.99,33
U125596,Basic,7.99,6
U125597,Standard,7.99,45
U125598,Standard,15.99,36
U125599,Basic,7.99,46
U125600,Standard,15.99,23
U125601,Premium,12.99,23
U125602,Basic,15.99,41
U125603,Basic,7.99,44
U125604,Standard,15.99,4
U125605,Basic,15.99,2
U125606,Premium,12.99,41
U125607,Premium,15.99,45
U125608,Standard,7.99,26
U125609,Basic,12.99,53
U125610,Standard,12.99,29
U125611,Standard,7.99,25
U125612,Premium,15.99,55
U125613,Premium,7.99,6
U125614,Premium,7.99,2
U125615,Premium,15.99,35
U125616,Standard,15.99,12
U125617,Premium,7.99,27
U125618,Basic,15.99,20
U125619,Standard,7.99,48
U125620,Standard,15.99,52
U125621,Standard,12.99,39
U125622,Basic,7.99,43
U125623,Standard,7.99,24
U125624,Standard,12.99,7
U125625,Premium,12.99,54
U125626,Premium,15.99,26
U125627,Premium,7.99,12
U125628,Basic,15.99,54
U125629,Premium,12.99,50
U125630,Premium,15.99,24
U125631,Premium,15.99,33
U125632,Standard,15.99,10
U125633,Basic,15.99,32
U125634,Standard,12.99,40
U125635,Standard,15.99,24
U125636,Standard,12.99,25
U125637,Basic,7.99,48
U125638,Premium,12.99,21
U125639,Basic,7.99,21
U125640,Basic,12.99,46
U125641,Standard,15.99,22
U125642,Standard,12.99,41
U125643,Premium,15.99,56
U125644,Standard,7.99,2
U125645,Standard,15.99,44
U125646,Premium,12.99,37
U125647,Basic,15.99,28
U125648,Premium,15.99,36
U125649,Basic,12.99,52
U125650,Standard,7.99,1
U125651,Standard,12.99,26
U125652,Premium,15.99,7
U125653,Premium,15.99,5
U125654,Basic,15.99,26
U125655,Standard,7.99,13
U125656,Standard,12.99,41
U125657,Basic,12.99,27
U125658,Premium,15.99,17
U125659,Premium,7.99,10
U125660,Premium,7.99,13
U125661,Standard,7.99,58
U125662,Standard,15.99,23
U125663,Premium,7.99,22
U125664,Standard,15.99,34
U125665,Standard,12.99,9
U125666,Standard,12.99,10
U125667,Standard,12.99,56
U125668,Premium,15.99,57
U125669,Premium,15.99,18
U125670,Premium,12.99,35
U125671,Basic,15.99,54
U125672,Standard,7.99,54
U125673,Standard,7.99,36
U125674,Premium,15.99,11
U125675,Basic,7.99,5
U125676,Standard,15.99,47
U125677,Premium,12.99,41
U125678,Premium,12.99,10
U125679,Premium,15.99,14
U125680,Basic,15.99,17
U125681,Basic,7.99,37
U125682,Standard,7.99,51
U125683,Standard,15.99,22
U125684,Standard,15.99,2
U125685,Basic,15.99,21
U125686,Premium,12.99,47
U125687,Basic,12.99,57
U125688,Standard,7.99,21
U125689,Premium,7.99,20
U125690,Premium,15.99,20
U125691,Standard,7.99,26
U125692,Basic,7.99,45
U125693,Standard,12.99,42
U125694,Basic,15.99,25
U125695,Standard,15.99,9
U125696,Basic,7.99,41
U125697,Basic,15.99,38
U125698,Premium,7.99,15
U125699,Standard,12.99,47
U125700,Premium,12.99,13
U125701,Basic,12.99,33
U125702,Premium,7.99,52
U125703,Basic,7.99,10
U125704,Premium,15.99,2
U125705,Basic,12.99,10
U125706,Basic,15.99,26
U125707,Standard,15.99,39
U125708,Standard,12.99,40
U125709,Premium,12.99,12
U125710,Standard,15.99,29
U125711,Standard,12.99,48
U125712,Standard,12.99,13
U125713,Standard,7.99,24
U125714,Premium,12.99,57
U125715,Basic,7.99,41
U125716,Standard,7.99,31
U125717,Premium,7.99,20
U125718,Standard,12.99,11
U125719,Premium,12.99,29
U125720,Premium,7.99,41
U125721,Basic,7.99,16
U125722,Premium,7.99,36
U125723,Standard,15.99,22
U125724,Standard,12.99,46
U125725,Basic,7.99,8
U125726,Premium,15.99,20
U125727,Standard,7.99,39
U125728,Premium,15.99,21
U125729,Premium,7.99,56
U125730,Standard,7.99,44
U125731,Standard,12.99,39
U125732,Basic,15.99,42
U125733,Standard,12.99,30
U125734,Standard,15.99,11
U125735,Premium,12.99,24
U125736,Standard,12.99,56
U125737,Premium,7.99,24
U125738,Premium,12.99,39
U125739,Standard,7.99,43
U125740,Basic,15.99,20
U125741,Basic,12.99,14
U125742,Basic,12.99,23
U125743,Premium,12.99,29
U125744,Premium,15.99,15
U125745,Standard,12.99,20
U125746,Basic,15.99,26
U125747,Standard,15.99,12
U125748,Standard,7.99,52
U125749,Basic,12.99,55
U125750,Premium,12.99,23
U125751,Standard,15.99,19
U125752,Basic,12.99,33
U125753,Premium,15.99,25
U125754,Standard,12.99,17
U125755,Basic,15.99,32
U125756,Premium,7.99,22
U125757,Standard,12.99,34
U125758,Standard,15.99,38
U125759,Standard,7.99,12
U125760,Basic,15.99,1
U125761,Premium,7.99,15
U125762,Premium,15.99,18
U125763,Premium,15.99,45
U125764,Premium,7.99,58
U125765,Standard,12.99,37
U125766,Standard,7.99,1
U125767,Standard,15.99,2
U125768,Basic,15.99,36
U125769,Standard,12.99,16
U125770,Standard,15.99,42
U125771,Basic,15.99,55
U125772,Premium,7.99,25
U125773,Premium,12.99,43
U125774,Basic,15.99,20
U125775,Basic,7.99,46
U125776,Premium,7.99,49
U125777,Standard,7.99,18
U125778,Basic,7.99,33
U125779,Basic,7.99,26
U125780,Standard,15.99,58
U125781,Standard,15.99,15
U125782,Basic,7.99,39
U125783,Standard,12.99,42
U125784,Standard,12.99,27
U125785,Basic,12.99,1
U125786,Premium,12.99,41
U125787,Premium,7.99,23
U125788,Standard,15.99,58
U125789,Basic,7.99,26
U125790,Standard,7.99,36
U125791,Premium,7.99,52
U125792,Premium,15.99,2
U125793,Premium,12.99,40
U125794,Basic,12.99,45
U125795,Standard,12.99,22
U125796,Basic,7.99,50
U125797,Premium,15.99,22
U125798,Premium,12.99,38
U125799,Standard,15.99,47
U125800,Standard,15.99,24
U125801,Premium,7.99,27
U125802,Standard,12.99,57
U125803,Basic,12.99,8
U125804,Basic,7.99,13
U125805,Premium,12.99,37
U125806,Standard,12.99,13
U125807,Premium,12.99,9
U125808,Basic,7.99,36
U125809,Standard,15.99,29
U125810,Basic,15.99,22
U125811,Premium,7.99,51
U125812,Standard,7.99,10
U125813,Premium,7.99,41
U125814,Premium,7.99,41
U125815,Premium,7.99,47
U125816,Standard,15.99,38
U125817,Premium,12.99,59
U125818,Basic,15.99,39
U125819,Basic,12.99,13
U125820,Standard,12.99,56
U125821,Standard,7.99,36
U125822,Premium,12.99,33
U125823,Basic,7.99,41
U125824,Basic,15.99,35
U125825,Standard,15.99,21
U125826,Basic,12.99,3
U125827,Premium,15.99,4
U125828,Basic,7.99,41
U125829,Premium,7.99,10
U125830,Basic,12.99,50
U125831,Basic,12.99,18
U125832,Standard,12.99,3
U125833,Premium,15.99,52
U125834,Basic,12.99,2
U125835,Basic,7.99,25
U125836,Standard,12.99,5
U125837,Premium,12.99,51
U125838,Basic,7.99,36
U125839,Premium,15.99,50
U125840,Basic,7.99,58
U125841,Standard,12.99,17
U125842,Basic,7.99,21
U125843,Basic,7.99,12
U125844,Basic,12.99,54
U125845,Standard,15.99,31
U125846,Premium,12.99,59
U125847,Basic,7.99,11
U125848,Premium,7.99,18
U125849,Basic,15.99,10
U125850,Premium,12.99,34
U125851,Standard,15.99,38
U125852,Basic,15.99,42
U125853,Basic,7.99,10
U125854,Premium,15.99,6
U125855,Basic,15.99,17
