user_id,subscription_type,monthly_fee,account_age_months,primary_device
U122277,Standard,15.99,24,Smart TV
U122278,Basic,15.99,18,Mobile
U122279,Basic,12.99,12,Smart TV
U122280,Premium,7.99,51,Tablet
U122281,Basic,7.99,8,Tablet
U122282,Premium,15.99,1,Laptop
U122283,Premium,15.99,31,Tablet
U122284,Standard,7.99,26,Mobile
U122285,Standard,15.99,35,Laptop
U122286,Premium,15.99,17,Mobile
U122287,Basic,7.99,29,Mobile
U122288,Standard,12.99,27,Mobile
U122289,Premium,7.99,20,Mobile
U122290,Standard,15.99,40,Laptop
U122291,Standard,12.99,47,Laptop
U122292,Standard,12.99,51,Tablet
U122293,Premium,15.99,28,Tablet
U122294,Standard,12.99,43,Smart TV
U122295,Premium,7.99,46,Mobile
U122296,Premium,12.99,12,Mobile
U122297,Standard,15.99,14,Tablet
U122298,Standard,15.99,5,Smart TV
U122299,Basic,7.99,24,Tablet
U122300,Standard,15.99,31,Laptop
U122301,Premium,7.99,54,Mobile
U122302,Standard,15.99,32,Laptop
U122303,Premium,12.99,17,Laptop
U122304,Basic,7.99,25,Laptop
U122305,Basic,15.99,8,Laptop
U122306,Basic,15.99,49,Laptop
U122307,Basic,15.99,45,Smart TV
U122308,Basic,12.99,43,Smart TV
U122309,Premium,12.99,22,Laptop
U122310,Premium,12.99,3,Tablet
U122311,Basic,7.99,43,Smart TV
U122312,Standard,12.99,31,Tablet
U122313,Standard,12.99,47,Laptop
U122314,Premium,12.99,38,Tablet
U122315,Basic,7.99,33,Tablet
U122316,Premium,7.99,44,Laptop
U122317,Standard,15.99,13,Tablet
U122318,Premium,12.99,49,Smart TV
U122319,Premium,15.99,52,Tablet
U122320,Basic,7.99,33,Mobile
U122321,Standard,7.99,50,Mobile
U122322,Basic,7.99,50,Mobile
U122323,Standard,12.99,58,Mobile
U122324,Premium,15.99,29,Smart TV
U122325,Premium,7.99,10,Smart TV
U122326,Basic,12.99,11,Laptop
U122327,Standard,15.99,48,Mobile
U122328,Standard,12.99,2,Laptop
U122329,Standard,12.99,13,Smart TV
U122330,Standard,12.99,15,Tablet
U122331,Premium,7.99,46,Tablet
U122332,Basic,7.99,42,Laptop
U122333,Premium,12.99,50,Smart TV
U122334,Premium,15.99,9,Mobile
U122335,Premium,12.99,52,Smart TV
U122336,Standard,7.99,44,Smart TV
U122337,Basic,7.99,19,Tablet
U122338,Basic,12.99,36,Mobile
U122339,Premium,15.99,38,Tablet
U122340,Premium,7.99,8,Mobile
U122341,Standard,7.99,28,Smart TV
U122342,Basic,15.99,58,Tablet
U122343,Premium,15.99,36,Laptop
U122344,Standard,15.99,18,Laptop
U122345,Standard,7.99,34,Smart TV
U122346,Standard,7.99,48,Smart TV
U122347,Premium,12.99,52,Mobile
U122348,Premium,12.99,18,Laptop
U122349,Premium,15.99,57,Smart TV
U122350,Standard,12.99,17,Tablet
U122351,Premium,12.99,47,Smart TV
U122352,Basic,7.99,8,Smart TV
U122353,Standard,7.99,19,Smart TV
U122354,Premium,15.99,34,Laptop
U122355,Premium,15.99,12,Tablet
U122356,Basic,15.99,50,Laptop
U122357,Basic,12.99,44,Smart TV
U122358,Standard,15.99,59,Tablet
U122359,Basic,15.99,23,Mobile
U122360,Premium,15.99,55,Tablet
U122361,Basic,12.99,26,Tablet
U122362,Premium,15.99,37,Laptop
U122363,Standard,12.99,8,Smart TV
U122364,Basic,7.99,1,Tablet
U122365,Standard,15.99,53,Mobile
U122366,Standard,7.99,39,Smart TV
U122367,Basic,15.99,59,Laptop
U122368,Standard,15.99,43,Smart TV
U122369,Standard,15.99,44,Mobile
U122370,Premium,15.99,10,Tablet
U122371,Basic,7.99,3,Laptop
U122372,Basic,12.99,23,Tablet
U122373,Basic,12.99,25,Laptop
U122374,Basic,7.99,33,Laptop
U122375,Standard,7.99,38,Smart TV
U122376,Premium,12.99,27,Laptop
U122377,Premium,12.99,8,Smart TV
U122378,Standard,15.99,23,Smart TV
U122379,Basic,15.99,40,Laptop
U122380,Basic,15.99,26,Tablet
U122381,Standard,12.99,53,Mobile
U122382,Premium,7.99,51,Mobile
U122383,Premium,7.99,7,Smart TV
U122384,Premium,7.99,51,Mobile
U122385,Standard,7.99,23,Laptop
U122386,Basic,12.99,52,Mobile
U122387,Premium,7.99,41,Smart TV
U122388,Basic,12.99,37,Mobile
U122389,Standard,7.99,2,Mobile
U122390,Basic,7.99,4,Laptop
U122391,Basic,15.99,42,Laptop
U122392,Premium,15.99,1,Mobile
U122393,Premium,15.99,22,Laptop
U122394,Premium,12.99,17,Laptop
U122395,Standard,7.99,5,Smart TV
U122396,Basic,7.99,23,Smart TV
U122397,Premium,12.99,26,Laptop
U122398,Standard,15.99,37,Mobile
U122399,Basic,15.99,5,Mobile
U122400,Standard,15.99,46,Tablet
U122401,Basic,12.99,52,Smart TV
U122402,Premium,12.99,38,Mobile
U122403,Standard,7.99,9,Laptop
U122404,Standard,15.99,14,Mobile
U122405,Standard,12.99,32,Mobile
U122406,Standard,7.99,51,Laptop
U122407,Basic,7.99,42,Laptop
U122408,Premium,7.99,48,Smart TV
U122409,Premium,12.99,2,Laptop
U122410,Premium,7.99,4,Laptop
U122411,Standard,7.99,3,Laptop
U122412,Standard,12.99,44,Smart TV
U122413,Basic,7.99,42,Smart TV
U122414,Basic,15.99,37,Smart TV
U122415,Basic,15.99,49,Tablet
U122416,Standard,12.99,23,Smart TV
U122417,Basic,7.99,27,Mobile
U122418,Standard,15.99,7,Laptop
U122419,Premium,7.99,2,Tablet
U122420,Basic,7.99,4,Tablet
U122421,Premium,7.99,59,Laptop
U122422,Standard,12.99,10,Laptop
U122423,Standard,12.99,24,Mobile
U122424,Premium,12.99,51,Mobile
U122425,Standard,12.99,52,Mobile
U122426,Basic,12.99,28,Tablet
U122427,Basic,15.99,16,Mobile
U122428,Premium,12.99,13,Mobile
U122429,Basic,7.99,52,Mobile
U122430,Standard,15.99,19,Smart TV
U122431,Basic,7.99,19,Smart TV
U122432,Premium,15.99,44,Tablet
U122433,Premium,7.99,26,Laptop
U122434,Premium,15.99,40,Mobile
U122435,Premium,7.99,21,Smart TV
U122436,Premium,12.99,47,Smart TV
U122437,Basic,12.99,22,Tablet
U122438,Standard,12.99,40,Laptop
U122439,Standard,15.99,15,Mobile
U122440,Premium,15.99,8,Smart TV
U122441,Standard,15.99,55,Tablet
U122442,Standard,15.99,9,Tablet
U122443,Standard,7.99,56,Smart TV
U122444,Basic,12.99,38,Tablet
U122445,Standard,12.99,46,Laptop
U122446,Standard,12.99,58,Tablet
U122447,Premium,15.99,51,Laptop
U122448,Standard,12.99,7,Laptop
U122449,Premium,7.99,3,Smart TV
U122450,Basic,12.99,45,Laptop
U122451,Standard,12.99,49,Laptop
U122452,Premium,15.99,49,Mobile
U122453,Premium,15.99,8,Laptop
U122454,Basic,12.99,23,Smart TV
U122455,Standard,12.99,47,Laptop
U122456,Basic,15.99,22,Smart TV
U122457,Standard,7.99,57,Laptop
U122458,Basic,15.99,20,Laptop
U122459,Standard,15.99,3,Mobile
U122460,Basic,12.99,22,Tablet
U122461,Standard,15.99,49,Tablet
U122462,Standard,7.99,48,Smart TV
U122463,Premium,7.99,38,Laptop
U122464,Premium,12.99,38,Tablet
U122465,Premium,12.99,19,Smart TV
U122466,Basic,7.99,55,Smart TV
U122467,Standard,7.99,29,Laptop
U122468,Standard,7.99,17,Tablet
U122469,Premium,12.99,12,Smart TV
U122470,Standard,7.99,12,Tablet
U122471,Standard,15.99,14,Laptop
U122472,Standard,15.99,48,Smart TV
U122473,Premium,15.99,42,Smart TV
U122474,Basic,7.99,46,Mobile
U122475,Premium,7.99,18,Tablet
U122476,Premium,7.99,23,Mobile
U122477,Premium,7.99,44,Mobile
U122478,Premium,12.99,31,Smart TV
U122479,Basic,12.99,13,Mobile
U122480,Standard,12.99,1,Smart TV
U122481,Standard,15.99,54,Tablet
U122482,Standard,15.99,19,Mobile
U122483,Premium,12.99,57,Tablet
U122484,Standard,7.99,26,Mobile
U122485,Standard,15.99,24,Tablet
U122486,Premium,15.99,56,Laptop
U122487,Premium,7.99,4,Mobile
U122488,Standard,12.99,29,Laptop
U122489,Standard,7.99,34,Mobile
U122490,Standard,15.99,58,Mobile
U122491,Basic,7.99,56,Mobile
U122492,Standard,15.99,57,Smart TV
U122493,Premium,15.99,16,Mobile
U122494,Basic,12.99,5,Tablet
U122495,Basic,12.99,17,Laptop
U122496,Standard,7.99,16,Mobile
U122497,Premium,15.99,25,Mobile
U122498,Standard,12.99,31,Laptop
U122499,Premium,15.99,21,Tablet
U122500,Basic,15.99,5,Mobile
U122501,Basic,7.99,14,Laptop
U122502,Basic,7.99,30,Laptop
U122503,Basic,15.99,26,Tablet
U122504,Basic,15.99,24,Tablet
U122505,Standard,15.99,36,Smart TV
U122506,Basic,15.99,35,Mobile
U122507,Standard,15.99,51,Smart TV
U122508,Standard,15.99,21,Smart TV
U122509,Basic,7.99,5,Laptop
U122510,Basic,7.99,28,Smart TV
U122511,Premium,12.99,18,Tablet
U122512,Standard,15.99,15,Mobile
U122513,Standard,15.99,35,Mobile
U122514,Premium,7.99,17,Laptop
U122515,Standard,7.99,1,Smart TV
U122516,Premium,15.99,57,Tablet
U122517,Standard,12.99,55,Smart TV
U122518,Standard,7.99,31,Laptop
U122519,Basic,12.99,40,Smart TV
U122520,Standard,15.99,44,Laptop
U122521,Standard,12.99,14,Mobile
U122522,Basic,7.99,12,Smart TV
U122523,Basic,12.99,5,Tablet
U122524,Premium,15.99,10,Laptop
U122525,Standard,12.99,38,Laptop
U122526,Premium,12.99,17,Mobile
U122527,Basic,7.99,49,Laptop
U122528,Basic,12.99,42,Tablet
U122529,Premium,7.99,29,Laptop
U122530,Standard,12.99,48,Laptop
U122531,Standard,7.99,21,Mobile
U122532,Premium,15.99,47,Smart TV
U122533,Standard,15.99,54,Tablet
U122534,Premium,15.99,45,Mobile
U122535,Standard,15.99,2,Mobile
U122536,Basic,12.99,15,Tablet
U122537,Premium,12.99,22,Tablet
U122538,Standard,12.99,12,Smart TV
U122539,Standard,7.99,26,Mobile
U122540,Basic,12.99,57,Mobile
U122541,Standard,7.99,5,Laptop
U122542,Basic,15.99,29,Smart TV
U122543,Standard,7.99,1,Mobile
U122544,Premium,15.99,32,Laptop
U122545,Basic,15.99,11,Tablet
U122546,Premium,15.99,34,Tablet
U122547,Premium,12.99,17,Smart TV
U122548,Premium,12.99,27,Mobile
U122549,Premium,12.99,59,Smart TV
U122550,Premium,12.99,15,Tablet
U122551,Basic,12.99,13,Mobile
U122552,Premium,15.99,14,Smart TV
U122553,Standard,12.99,42,Mobile
U122554,Standard,15.99,54,Mobile
U122555,Standard,7.99,43,Mobile
U122556,Basic,15.99,44,Tablet
U122557,Premium,12.99,53,Mobile
U122558,Basic,15.99,18,Tablet
U122559,Basic,15.99,33,Smart TV
U122560,Basic,15.99,37,Laptop
U122561,Premium,7.99,54,Tablet
U122562,Standard,15.99,29,Mobile
U122563,Standard,12.99,31,Tablet
U122564,Premium,12.99,18,Mobile
U122565,Standard,12.99,52,Tablet
U122566,Standard,12.99,59,Laptop
U122567,Premium,7.99,58,Tablet
U122568,Standard,7.99,10,Mobile
U122569,Standard,15.99,32,Mobile
U122570,Basic,12.99,17,Smart TV
U122571,Standard,7.99,1,Smart TV
U122572,Standard,7.99,5,Tablet
U122573,Standard,15.99,58,Smart TV
U122574,Basic,12.99,3,Smart TV
U122575,Premium,7.99,29,Smart TV
U122576,Standard,7.99,59,Mobile
U122577,Premium,12.99,45,Mobile
U122578,Basic,7.99,38,Mobile
U122579,Premium,12.99,30,Smart TV
U122580,Standard,12.99,41,Tablet
U122581,Basic,7.99,8,Laptop
U122582,Basic,7.99,50,Tablet
U122583,Standard,7.99,35,Laptop
U122584,Standard,7.99,3,Laptop
U122585,Standard,15.99,9,Laptop
U122586,Basic,7.99,1,Laptop
U122587,Standard,12.99,33,Tablet
U122588,Standard,12.99,4,Smart TV
U122589,Standard,12.99,30,Mobile
U122590,Premium,15.99,31,Laptop
U122591,Standard,7.99,15,Laptop
U122592,Premium,15.99,38,Smart TV
U122593,Standard,15.99,6,Laptop
U122594,Premium,15.99,42,Laptop
U122595,Premium,7.99,35,Laptop
U122596,Premium,7.99,34,Tablet
U122597,Premium,15.99,27,Smart TV
U122598,Standard,15.99,42,Tablet
U122599,Basic,12.99,13,Laptop
U122600,Standard,15.99,41,Smart TV
U122601,Premium,12.99,22,Laptop
U122602,Standard,15.99,40,Tablet
U122603,Standard,7.99,29,Laptop
U122604,Standard,7.99,58,Laptop
U122605,Premium,7.99,37,Tablet
U122606,Standard,7.99,58,Tablet
U122607,Standard,15.99,43,Mobile
U122608,Premium,7.99,45,Mobile
U122609,Standard,7.99,12,Smart TV
U122610,Basic,7.99,41,Tablet
U122611,Premium,12.99,5,Laptop
U122612,Basic,7.99,5,Laptop
U122613,Premium,12.99,59,Laptop
U122614,Basic,7.99,50,Mobile
U122615,Premium,15.99,26,Tablet
U122616,Premium,7.99,26,Mobile
U122617,Premium,15.99,10,Mobile
U122618,Premium,7.99,49,Mobile
U122619,Basic,7.99,3,Mobile
U122620,Standard,12.99,57,Laptop
U122621,Standard,15.99,7,Mobile
U122622,Standard,12.99,6,Mobile
U122623,Standard,15.99,55,Mobile
U122624,Standard,12.99,2,Tablet
U122625,Premium,12.99,58,Laptop
U122626,Basic,12.99,55,Smart TV
U122627,Basic,15.99,15,Laptop
U122628,Basic,15.99,32,Smart TV
U122629,Standard,15.99,2,Mobile
U122630,Standard,12.99,31,Smart TV
U122631,Premium,7.99,43,Laptop
U122632,Basic,12.99,1,Tablet
U122633,Standard,15.99,11,Smart TV
U122634,Premium,12.99,18,Laptop
U122635,Basic,15.99,39,Mobile
U122636,Premium,12.99,55,Mobile
U122637,Standard,12.99,1,Laptop
U122638,Basic,15.99,25,Tablet
U122639,Standard,15.99,34,Smart TV
U122640,Standard,7.99,3,Mobile
U122641,Standard,15.99,39,Mobile
U122642,Standard,7.99,41,Laptop
U122643,Basic,7.99,47,Tablet
U122644,Basic,15.99,31,Mobile
U122645,Standard,12.99,55,Laptop
U122646,Standard,7.99,50,Laptop
U122647,Premium,12.99,57,Laptop
U122648,Premium,12.99,34,Mobile
U122649,Standard,15.99,19,Mobile
U122650,Premium,12.99,52,Mobile
U122651,Basic,15.99,48,Tablet
U122652,Basic,15.99,30,Mobile
U122653,Premium,12.99,28,Laptop
U122654,Basic,15.99,42,Tablet
U122655,Premium,15.99,35,Tablet
U122656,Basic,12.99,59,Tablet
U122657,Basic,7.99,36,Mobile
U122658,Basic,12.99,8,Mobile
U122659,Premium,12.99,1,Smart TV
U122660,Basic,15.99,35,Smart TV
U122661,Basic,7.99,12,Mobile
U122662,Basic,12.99,30,Mobile
U122663,Premium,7.99,9,Smart TV
U122664,Standard,12.99,19,Smart TV
U122665,Standard,15.99,29,Mobile
U122666,Premium,12.99,6,Mobile
U122667,Basic,12.99,41,Smart TV
U122668,Basic,7.99,24,Laptop
U122669,Standard,7.99,43,Tablet
U122670,Basic,7.99,47,Laptop
U122671,Premium,15.99,22,Tablet
U122672,Premium,7.99,32,Tablet
U122673,Premium,7.99,4,Tablet
U122674,Premium,15.99,8,Tablet
U122675,Premium,12.99,14,Laptop
U122676,Standard,15.99,13,Laptop
U122677,Basic,7.99,31,Smart TV
U122678,Basic,12.99,39,Mobile
U122679,Basic,12.99,19,Mobile
U122680,Premium,7.99,25,Smart TV
U122681,Standard,15.99,28,Laptop
U122682,Premium,12.99,13,Laptop
U122683,Standard,15.99,44,Tablet
U122684,Standard,7.99,24,Tablet
U122685,Basic,12.99,40,Laptop
U122686,Standard,7.99,46,Laptop
U122687,Standard,7.99,15,Smart TV
U122688,Premium,15.99,21,Smart TV
U122689,Basic,12.99,54,Laptop
U122690,Premium,12.99,24,Smart TV
U122691,Premium,15.99,58,Tablet
U122692,Standard,15.99,15,Tablet
U122693,Standard,7.99,5,Tablet
U122694,Standard,7.99,39,Tablet
U122695,Standard,12.99,45,Tablet
U122696,Basic,7.99,8,Tablet
U122697,Standard,15.99,12,Mobile
U122698,Standard,15.99,14,Smart TV
U122699,Premium,12.99,1,Mobile
U122700,Standard,12.99,20,Laptop
U122701,Standard,15.99,5,Smart TV
U122702,Basic,7.99,28,Laptop
U122703,Basic,7.99,28,Mobile
U122704,Basic,12.99,49,Smart TV
U122705,Premium,12.99,26,Mobile
U122706,Standard,7.99,18,Laptop
U122707,Standard,7.99,23,Laptop
U122708,Basic,7.99,42,Smart TV
U122709,Premium,15.99,18,Mobile
U122710,Standard,12.99,43,Tablet
U122711,Standard,7.99,8,Tablet
U122712,Premium,15.99,54,Laptop
U122713,Standard,12.99,51,Tablet
U122714,Premium,12.99,52,Smart TV
U122715,Standard,15.99,24,Laptop
U122716,Standard,7.99,22,Tablet
U122717,Premium,7.99,50,Laptop
U122718,Premium,15.99,20,Laptop
U122719,Standard,7.99,32,Mobile
U122720,Standard,12.99,37,Laptop
U122721,Premium,7.99,49,Smart TV
U122722,Standard,15.99,57,Laptop
U122723,Standard,15.99,30,Tablet
U122724,Standard,7.99,48,Laptop
U122725,Standard,15.99,21,Tablet
U122726,Premium,7.99,15,Laptop
U122727,Standard,12.99,25,Laptop
U122728,Standard,7.99,7,Tablet
U122729,Standard,12.99,32,Laptop
U122730,Standard,7.99,23,Mobile
U122731,Premium,7.99,51,Laptop
U122732,Standard,15.99,47,Laptop
U122733,Basic,7.99,42,Tablet
U122734,Premium,7.99,43,Mobile
U122735,Premium,12.99,27,Smart TV
U122736,Standard,7.99,5,Mobile
U122737,Standard,15.99,21,Laptop
U122738,Basic,15.99,23,Laptop
U122739,Basic,7.99,50,Laptop
U122740,Basic,7.99,38,Smart TV
U122741,Premium,7.99,21,Smart TV
U122742,Premium,7.99,33,Mobile
U122743,Premium,15.99,9,Tablet
U122744,Premium,15.99,25,Mobile
U122745,Premium,15.99,38,Laptop
U122746,Basic,15.99,25,Laptop
U122747,Basic,15.99,45,Tablet
U122748,Basic,15.99,46,Mobile
U122749,Basic,15.99,19,Mobile
U122750,Basic,15.99,38,Smart TV
U122751,Premium,12.99,1,Tablet
U122752,Premium,7.99,48,Laptop
U122753,Basic,15.99,34,Tablet
U122754,Basic,15.99,4,Tablet
U122755,Basic,15.99,51,Laptop
U122756,Standard,15.99,17,Smart TV
U122757,Premium,12.99,48,Smart TV
U122758,Standard,15.99,13,Laptop
U122759,Standard,12.99,15,Tablet
U122760,Premium,15.99,3,Mobile
U122761,Standard,12.99,57,Laptop
U122762,Basic,15.99,5,Mobile
U122763,Basic,12.99,10,Smart TV
U122764,Standard,15.99,18,Laptop
U122765,Basic,15.99,8,Laptop
U122766,Premium,7.99,16,Smart TV
U122767,Standard,15.99,8,Tablet
U122768,Basic,15.99,7,Mobile
U122769,Standard,15.99,4,Tablet
U122770,Basic,12.99,24,Smart TV
U122771,Premium,15.99,20,Mobile
U122772,Standard,7.99,30,Tablet
U122773,Standard,15.99,32,Mobile
U122774,Standard,7.99,25,Smart TV
U122775,Basic,12.99,18,Smart TV
U122776,Premium,12.99,31,Mobile
U122777,Standard,15.99,49,Mobile
U122778,Basic,15.99,48,Mobile
U122779,Standard,15.99,25,Tablet
U122780,Premium,7.99,2,Mobile
U122781,Basic,15.99,34,Tablet
U122782,Basic,7.99,47,Smart TV
U122783,Premium,15.99,3,Tablet
U122784,Basic,7.99,21,Tablet
U122785,Basic,15.99,31,Tablet
U122786,Premium,7.99,20,Laptop
U122787,Premium,7.99,48,Tablet
U122788,Standard,7.99,2,Smart TV
U122789,Basic,12.99,48,Laptop
U122790,Basic,15.99,30,Tablet
U122791,Premium,12.99,40,Mobile
U122792,Standard,12.99,16,Laptop
U122793,Premium,7.99,45,Laptop
U122794,Premium,15.99,38,Laptop
U122795,Basic,7.99,28,Smart TV
U122796,Standard,15.99,17,Smart TV
U122797,Standard,7.99,39,Smart TV
U122798,Premium,12.99,19,Smart TV
U122799,Standard,7.99,7,Smart TV
U122800,Standard,15.99,18,Mobile
U122801,Standard,12.99,46,Laptop
U122802,Basic,12.99,38,Smart TV
U122803,Basic,7.99,26,Mobile
U122804,Basic,15.99,40,Smart TV
U122805,Standard,7.99,56,Mobile
U122806,Standard,7.99,28,Laptop
U122807,Premium,15.99,47,Laptop
U122808,Standard,12.99,7,Laptop
U122809,Standard,15.99,50,Mobile
U122810,Basic,7.99,39,Mobile
U122811,Standard,15.99,26,Laptop
U122812,Basic,7.99,42,Smart TV
U122813,Premium,12.99,43,Tablet
U122814,Basic,7.99,35,Laptop
U122815,Premium,15.99,8,Tablet
U122816,Standard,15.99,45,Laptop
U122817,Basic,12.99,53,Laptop
U122818,Standard,7.99,55,Mobile
U122819,Standard,7.99,4,Mobile
U122820,Basic,7.99,17,Mobile
U122821,Basic,15.99,21,Mobile
U122822,Basic,7.99,27,Laptop
U122823,Standard,7.99,39,Smart TV
U122824,Standard,7.99,22,Smart TV
U122825,Standard,12.99,23,Smart TV
U122826,Standard,7.99,46,Mobile
U122827,Basic,12.99,3,Mobile
U122828,Basic,7.99,31,Smart TV
U122829,Premium,15.99,44,Smart TV
U122830,Standard,12.99,8,Mobile
U122831,Standard,12.99,14,Tablet
U122832,Premium,7.99,27,Mobile
U122833,Premium,12.99,58,Tablet
U122834,Premium,15.99,49,Laptop
U122835,Standard,12.99,25,Mobile
U122836,Premium,7.99,1,Laptop
U122837,Premium,15.99,36,Smart TV
U122838,Standard,15.99,56,Smart TV
U122839,Premium,12.99,24,Mobile
U122840,Standard,15.99,42,Smart TV
U122841,Standard,7.99,26,Smart TV
U122842,Basic,12.99,43,Mobile
U122843,Basic,7.99,31,Smart TV
U122844,Premium,15.99,27,Smart TV
U122845,Premium,15.99,54,Tablet
U122846,Basic,15.99,43,Smart TV
U122847,Basic,12.99,28,Tablet
U122848,Standard,15.99,31,Laptop
U122849,Premium,12.99,11,Mobile
U122850,Standard,15.99,30,Mobile
U122851,Basic,15.99,55,Laptop
U122852,Premium,7.99,13,Smart TV
U122853,Basic,7.99,12,Smart TV
U122854,Standard,12.99,30,Smart TV
U122855,Premium,15.99,9,Mobile
U122856,Premium,12.99,43,Laptop
U122857,Standard,15.99,48,Laptop
U122858,Basic,12.99,49,Laptop
U122859,Standard,7.99,39,Mobile
U122860,Standard,12.99,4,Smart TV
U122861,Basic,12.99,13,Smart TV
U122862,Standard,15.99,17,Tablet
U122863,Premium,12.99,44,Laptop
U122864,Basic,7.99,1,Tablet
U122865,Premium,12.99,44,Mobile
U122866,Premium,12.99,53,Smart TV
U122867,Standard,12.99,16,Tablet
U122868,Basic,12.99,10,Tablet
U122869,Premium,15.99,2,Smart TV
U122870,Premium,12.99,11,Tablet
U122871,Premium,12.99,3,Smart TV
U122872,Standard,15.99,8,Mobile
U122873,Basic,7.99,16,Smart TV
U122874,Basic,7.99,47,Tablet
U122875,Basic,15.99,9,Smart TV
U122876,Basic,15.99,46,Laptop
U122877,Basic,12.99,46,Mobile
U122878,Premium,7.99,27,Laptop
U122879,Premium,12.99,51,Tablet
U122880,Premium,7.99,22,Laptop
U122881,Basic,12.99,27,Mobile
U122882,Premium,12.99,59,Laptop
U122883,Standard,12.99,38,Tablet
U122884,Standard,15.99,50,Smart TV
U122885,Basic,12.99,6,Mobile
U122886,Standard,7.99,44,Laptop
U122887,Premium,15.99,21,Laptop
U122888,Standard,12.99,34,Mobile
U122889,Premium,15.99,7,Laptop
U122890,Basic,12.99,52,Smart TV
U122891,Standard,12.99,10,Laptop
U122892,Premium,12.99,47,Mobile
U122893,Premium,15.99,16,Tablet
U122894,Basic,15.99,34,Mobile
U122895,Basic,15.99,28,Smart TV
U122896,Premium,12.99,34,Laptop
U122897,Standard,12.99,7,Smart TV
U122898,Basic,7.99,9,Mobile
U122899,Standard,12.99,53,Tablet
U122900,Basic,15.99,57,Tablet
U122901,Premium,12.99,57,Smart TV
U122902,Basic,12.99,26,Smart TV
U122903,Basic,7.99,18,Smart TV
U122904,Basic,15.99,10,Laptop
U122905,Basic,12.99,50,Mobile
U122906,Premium,7.99,40,Tablet
U122907,Standard,12.99,29,Tablet
U122908,Basic,7.99,14,Smart TV
U122909,Standard,7.99,14,Laptop
U122910,Premium,12.99,38,Smart TV
U122911,Basic,12.99,8,Smart TV
U122912,Basic,7.99,10,Laptop
U122913,Standard,12.99,29,Tablet
U122914,Basic,12.99,19,Laptop
U122915,Basic,7.99,39,Tablet
U122916,Premium,15.99,36,Tablet
U122917,Standard,7.99,52,Smart TV
U122918,Standard,12.99,54,Tablet
U122919,Standard,7.99,49,Mobile
U122920,Standard,12.99,18,Laptop
U122921,Standard,15.99,31,Laptop
U122922,Standard,15.99,44,Tablet
U122923,Basic,12.99,14,Mobile
U122924,Premium,7.99,45,Laptop
U122925,Basic,7.99,40,Smart TV
U122926,Basic,7.99,59,Laptop
U122927,Standard,7.99,24,Tablet
U122928,Premium,12.99,47,Smart TV
U122929,Premium,15.99,29,Mobile
U122930,Basic,7.99,34,Tablet
U122931,Premium,12.99,5,Mobile
U122932,Basic,15.99,31,Mobile
U122933,Standard,15.99,7,Mobile
U122934,Basic,12.99,50,Smart TV
U122935,Basic,7.99,51,Laptop
U122936,Standard,7.99,47,Mobile
U122937,Standard,12.99,22,Smart TV
U122938,Standard,7.99,17,Laptop
U122939,Basic,15.99,1,Mobile
U122940,Standard,7.99,32,Smart TV
U122941,Standard,15.99,3,Mobile
U122942,Standard,15.99,28,Laptop
U122943,Premium,7.99,43,Smart TV
U122944,Premium,7.99,55,Laptop
U122945,Premium,15.99,42,Tablet
U122946,Standard,7.99,15,Laptop
U122947,Standard,12.99,56,Mobile
U122948,Premium,7.99,39,Smart TV
U122949,Premium,15.99,40,Laptop
U122950,Standard,7.99,22,Mobile
U122951,Standard,12.99,19,Mobile
U122952,Premium,12.99,50,Smart TV
U122953,Basic,12.99,28,Laptop
U122954,Basic,12.99,18,Tablet
U122955,Premium,12.99,54,Laptop
U122956,Basic,7.99,45,Laptop
U122957,Standard,12.99,11,Laptop
U122958,Standard,15.99,13,Smart TV
U122959,Basic,7.99,39,Mobile
U122960,Basic,7.99,28,Tablet
U122961,Basic,12.99,2,Mobile
U122962,Premium,12.99,45,Mobile
U122963,Standard,7.99,35,Smart TV
U122964,Standard,12.99,30,Mobile
U122965,Premium,15.99,28,Laptop
U122966,Premium,7.99,39,Laptop
U122967,Premium,15.99,33,Mobile
U122968,Standard,15.99,31,Mobile
U122969,Premium,12.99,31,Tablet
U122970,Basic,15.99,10,Mobile
U122971,Basic,7.99,44,Mobile
U122972,Premium,12.99,18,Tablet
U122973,Premium,7.99,31,Mobile
U122974,Standard,15.99,1,Smart TV
U122975,Basic,15.99,26,Tablet
U122976,Standard,12.99,49,Tablet
U122977,Basic,15.99,15,Smart TV
U122978,Standard,12.99,7,Mobile
U122979,Basic,15.99,47,Smart TV
U122980,Premium,15.99,57,Mobile
U122981,Basic,7.99,20,Tablet
U122982,Standard,15.99,49,Laptop
U122983,Basic,15.99,21,Tablet
U122984,Premium,15.99,40,Mobile
U122985,Standard,12.99,12,Tablet
U122986,Premium,12.99,22,Mobile
U122987,Standard,15.99,9,Tablet
U122988,Premium,12.99,13,Smart TV
U122989,Premium,12.99,35,Smart TV
U122990,Basic,15.99,11,Smart TV
U122991,Basic,7.99,14,Mobile
U122992,Standard,7.99,54,Smart TV
U122993,Basic,15.99,58,Tablet
U122994,Premium,12.99,56,Tablet
U122995,Premium,7.99,31,Laptop
U122996,Premium,15.99,3,Tablet
U122997,Standard,15.99,53,Mobile
U122998,Premium,7.99,43,Smart TV
U122999,Standard,12.99,36,Laptop
U123000,Premium,15.99,48,Mobile
U123001,Premium,7.99,23,Tablet
U123002,Standard,12.99,22,Laptop
